Item1,Item1Name,Item2,Item2Name,PairCt,ItemCt,Prob,Incumbents,SalaryDiff,Salary1,Salary2,Salary1Min,Salary2Min,Hyperlink
363,"LANDSCAPE CONTRACT MONITOR, PARKS AND REC",8853,REGIONAL RECREATION DIRECTOR,1,4,0.25,5,2236.18,6137,8373.18,4679,6384.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8853' target = '_blank' >View Description</a>
363,"LANDSCAPE CONTRACT MONITOR, PARKS AND REC",8861,"CONTRACT MONITOR, RECREATIONAL SERVICES",1,4,0.25,4,390.56,6137,6527.56,4679,4977.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8861' target = '_blank' >View Description</a>
369,PARK ANIMAL KEEPER,8836,REGIONAL PARK SUPERINTENDENT I,1,1,1,13,1200.18,4443.1,5643.28,3395.28,4302.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8836' target = '_blank' >View Description</a>
378,BEACH MAINTENANCE SUPERVISOR,379,BEACH MAINTENANCE DISTRICT MANAGER,1,1,1,4,2138.82,5657,7795.82,4313,5943.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0379' target = '_blank' >View Description</a>
391,TREE TRIMMER,394,TREE TRIMMER WORKING SUPERVISOR,4,5,0.8,10,548.44,4784.56,5333,3651.56,4066.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0394' target = '_blank' >View Description</a>
391,TREE TRIMMER,8595,CREW INSTRUCTOR,1,5,0.2,71,83.44,4784.56,4868,3651.56,3714.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8595' target = '_blank' >View Description</a>
394,TREE TRIMMER WORKING SUPERVISOR,397,DISTRICT TREE SUPERINTENDENT,3,4,0.75,5,774.18,5333,6107.18,4066.18,4656.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0397' target = '_blank' >View Description</a>
394,TREE TRIMMER WORKING SUPERVISOR,394,TREE TRIMMER WORKING SUPERVISOR,1,4,0.25,10,0,5333,5333,4066.18,4066.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0394' target = '_blank' >View Description</a>
397,DISTRICT TREE SUPERINTENDENT,406,ROADSIDE TREE SUPERINTENDENT,1,1,1,1,699.56,6107.18,6806.74,4656.28,5190.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0406' target = '_blank' >View Description</a>
398,AGRICULTURAL CHEMICAL SPRAYER,398,AGRICULTURAL CHEMICAL SPRAYER,1,1,1,17,0,5216,5216,3977,3977,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0398' target = '_blank' >View Description</a>
483,CASH SYSTEMS ANALYST,484,CASH MANAGEMENT SYSTEMS ANALYST,1,2,0.5,2,746.36,6673.64,7420,5088.74,5657,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0484' target = '_blank' >View Description</a>
483,CASH SYSTEMS ANALYST,1264,"OPER OFFICER, BANKING & REMIT PROC",1,2,0.5,1,1103.1,6673.64,7776.74,5088.74,5929.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1264' target = '_blank' >View Description</a>
484,CASH MANAGEMENT SYSTEMS ANALYST,505,FINANCE ANALYST,4,6,0.66667,11,2679,7420,10099,5657,7700.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0505' target = '_blank' >View Description</a>
484,CASH MANAGEMENT SYSTEMS ANALYST,485,SENIOR CASH SYSTEMS ANALYST,2,6,0.33333,2,649.1,7420,8069.1,5657,6152.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0485' target = '_blank' >View Description</a>
485,SENIOR CASH SYSTEMS ANALYST,505,FINANCE ANALYST,1,1,1,11,2029.9,8069.1,10099,6152.36,7700.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0505' target = '_blank' >View Description</a>
487,PRINCIPAL CASH SYSTEMS ANALYST,2593,SENIOR INFORMATION SYSTEMS ANALYST,1,1,1,352,92,9241,9333,7045.56,7115.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2593' target = '_blank' >View Description</a>
505,FINANCE ANALYST,507,SENIOR FINANCE ANALYST,1,3,0.33333,3,2080.56,10099,12179.56,7700.36,9287,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0507' target = '_blank' >View Description</a>
505,FINANCE ANALYST,527,"ASSISTANT OPERATIONS CHIEF, TTC",1,3,0.33333,10,432.28,10099,10531.28,7700.36,8029.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0527' target = '_blank' >View Description</a>
505,FINANCE ANALYST,830,"PRINCIPAL ANALYST, CEO",1,3,0.33333,77,2446.36,10099,12545.36,7700.36,9565.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0830' target = '_blank' >View Description</a>
507,SENIOR FINANCE ANALYST,532,"OPERATIONS CHIEF, TTC",1,1,1,11,2235.82,12179.56,14415.38,9287,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0532' target = '_blank' >View Description</a>
527,"ASSISTANT OPERATIONS CHIEF, TTC",532,"OPERATIONS CHIEF, TTC",7,15,0.46667,11,3884.1,10531.28,14415.38,8029.46,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0532' target = '_blank' >View Description</a>
527,"ASSISTANT OPERATIONS CHIEF, TTC",507,SENIOR FINANCE ANALYST,3,15,0.2,3,1648.28,10531.28,12179.56,8029.46,9287,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0507' target = '_blank' >View Description</a>
527,"ASSISTANT OPERATIONS CHIEF, TTC",527,"ASSISTANT OPERATIONS CHIEF, TTC",1,15,0.06667,10,0,10531.28,10531.28,8029.46,8029.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0527' target = '_blank' >View Description</a>
527,"ASSISTANT OPERATIONS CHIEF, TTC",1053,DEPARTMENTAL FINANCE MANAGER II,1,15,0.06667,19,2878.68,10531.28,13409.96,8029.46,8859.76,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1053' target = '_blank' >View Description</a>
527,"ASSISTANT OPERATIONS CHIEF, TTC",1884,DEPTL HUMAN RESOURCES MANAGER II,1,15,0.06667,18,2878.68,10531.28,13409.96,8029.46,8859.76,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1884' target = '_blank' >View Description</a>
527,"ASSISTANT OPERATIONS CHIEF, TTC",1914,"PRINCIPAL ANALYST, HUMAN RESOURCES",1,15,0.06667,31,1034.28,10531.28,11565.56,8029.46,8818.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1914' target = '_blank' >View Description</a>
527,"ASSISTANT OPERATIONS CHIEF, TTC",8773,"REGNL OPERATIONS MGR, PARKS & REC",1,15,0.06667,13,2878.68,10531.28,13409.96,8029.46,8859.76,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8773' target = '_blank' >View Description</a>
532,"OPERATIONS CHIEF, TTC",541,ASST TREASURER & TAX COLLECTOR (UC),3,6,0.5,5,2243.96,14415.38,16659.34,9524.04,11006.58,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0541' target = '_blank' >View Description</a>
532,"OPERATIONS CHIEF, TTC",532,"OPERATIONS CHIEF, TTC",1,6,0.16667,11,0,14415.38,14415.38,9524.04,9524.04,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0532' target = '_blank' >View Description</a>
532,"OPERATIONS CHIEF, TTC",845,"MANAGER, CEO",1,6,0.16667,53,3493.52,14415.38,17908.9,9524.04,11832.14,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0845' target = '_blank' >View Description</a>
532,"OPERATIONS CHIEF, TTC",1044,ADMINISTRATIVE DEPUTY II,1,6,0.16667,3,1081.72,14415.38,15497.1,9524.04,10238.7,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1044' target = '_blank' >View Description</a>
541,ASST TREASURER & TAX COLLECTOR (UC),543,CHF DEP TREASURER & TAX COLL (UC),2,2,1,1,2592.72,16659.34,19252.06,11006.58,12719.54,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0543' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,578,ACCOUNT CLERK II,66,117,0.5641,107,286.54,3529.82,3816.36,2630.18,2843,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0578' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,642,ACCOUNTING TECHNICIAN I,19,117,0.16239,166,516.54,3529.82,4046.36,2630.18,3095.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0642' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,643,ACCOUNTING TECHNICIAN II,9,117,0.07692,204,968.74,3529.82,4498.56,2630.18,3436.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0643' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,577,ACCOUNT CLERK I,4,117,0.03419,35,0,3529.82,3529.82,2630.18,2630.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0577' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,1140,SENIOR CLERK,4,117,0.03419,875,389.92,3529.82,3919.74,2630.18,2920,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1140' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,646,ACCOUNTANT I,3,117,0.02564,78,1207.82,3529.82,4737.64,2630.18,4250.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0646' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,1960,APPRAISER TRAINEE,3,117,0.02564,64,241.48,3529.82,3771.3,2630.18,3771.3,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1960' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,647,ACCOUNTANT II,1,117,0.00855,327,1882.64,3529.82,5412.46,2630.18,4126.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0647' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,887,ADMINISTRATIVE ASSISTANT I,1,117,0.00855,34,968.74,3529.82,4498.56,2630.18,3625.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0887' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,1138,INTERMEDIATE CLERK,1,117,0.00855,2919,-51.82,3529.82,3478,2630.18,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1138' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,1331,PAYROLL CLERK I,1,117,0.00855,70,607.1,3529.82,4136.92,2630.18,3080.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1331' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,2214,INTERMEDIATE TYPIST-CLERK,1,117,0.00855,3659,34.54,3529.82,3564.36,2630.18,2655.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2214' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,2331,WAREHOUSE WORKER I,1,117,0.00855,95,409,3529.82,3938.82,2630.18,3013.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2331' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,2420,TELEPHONE OPERATOR,1,117,0.00855,70,-175.54,3529.82,3354.28,2630.18,2566.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2420' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,5111,SURGICAL TECHNICIAN,1,117,0.00855,124,772.74,3529.82,4302.56,2630.18,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=5111' target = '_blank' >View Description</a>
577,ACCOUNT CLERK I,8136,VETERANS CLAIMS ASSISTANT I,1,117,0.00855,6,627.46,3529.82,4157.28,2630.18,3179.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8136' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,642,ACCOUNTING TECHNICIAN I,218,434,0.5023,166,230,3816.36,4046.36,2843,3095.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0642' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,643,ACCOUNTING TECHNICIAN II,71,434,0.16359,204,682.2,3816.36,4498.56,2843,3436.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0643' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,578,ACCOUNT CLERK II,50,434,0.11521,107,0,3816.36,3816.36,2843,2843,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0578' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,646,ACCOUNTANT I,18,434,0.04147,78,921.28,3816.36,4737.64,2843,4250.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0646' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2216,SENIOR TYPIST-CLERK,15,434,0.03456,1111,200.28,3816.36,4016.64,2843,2991.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2216' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,647,ACCOUNTANT II,11,434,0.02535,327,1596.1,3816.36,5412.46,2843,4126.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0647' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,1140,SENIOR CLERK,9,434,0.02074,875,103.38,3816.36,3919.74,2843,2920,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1140' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,1415,HEALTH INFORMATION TECHNICIAN TRAINEE,4,434,0.00922,16,1785.74,3816.36,5602.1,2843,4509.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1415' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2343,PROCUREMENT AID,4,434,0.00922,64,200.28,3816.36,4016.64,2843,3072.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2343' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,9179,ELIGIBILITY WORKER II,4,434,0.00922,6469,454.82,3816.36,4271.18,2843,3444.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9179' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,1535,FINANCIAL EVALUATOR,3,434,0.00691,31,454.82,3816.36,4271.18,2843,3265.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1535' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,907,STAFF ASSISTANT I,2,434,0.00461,168,794.46,3816.36,4610.82,2843,3521.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0907' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,1098,BOARD SPECIALIST,2,434,0.00461,9,141.56,3816.36,3957.92,2843,3028.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1098' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,1174,SUPERVISING CLERK,2,434,0.00461,193,103.38,3816.36,3919.74,2843,2920,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1174' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,1367,TAX SERVICES CLERK II,2,434,0.00461,47,210.2,3816.36,4026.56,2843,2998.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1367' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2584,INFORMATION TECHNOLOGY AIDE,2,434,0.00461,63,561.56,3816.36,4377.92,2843,3346.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2584' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,887,ADMINISTRATIVE ASSISTANT I,1,434,0.0023,34,682.2,3816.36,4498.56,2843,3625.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0887' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,1331,PAYROLL CLERK I,1,434,0.0023,70,320.56,3816.36,4136.92,2843,3080.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1331' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2095,SECRETARY II,1,434,0.0023,211,465.28,3816.36,4281.64,2843,3186.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2095' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2096,SECRETARY III,1,434,0.0023,418,704.38,3816.36,4520.74,2843,3362.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2096' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2100,SENIOR SECRETARY I,1,434,0.0023,15,1111.64,3816.36,4928,2843,3760.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2100' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2160,LEGAL OFFICE SUPPORT ASSISTANT I,1,434,0.0023,182,956.46,3816.36,4772.82,2843,3362.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2160' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2217,"CUSTODY RECORDS CLERK I, SHERIFF",1,434,0.0023,38,160.64,3816.36,3977,2843,2962,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2217' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2219,SUPERVISING TYPIST-CLERK,1,434,0.0023,141,200.28,3816.36,4016.64,2843,2991.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2219' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2221,INT SUPERVISING TYPIST-CLERK,1,434,0.0023,125,637.82,3816.36,4454.18,2843,3313.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2221' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2238,"COURT RECORDS SYSTEM CLERK I, SHERIFF",1,434,0.0023,25,46.38,3816.36,3862.74,2843,2878,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2238' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2239,"COURT RECORD SYSTEM CLERK II, SHERIFF",1,434,0.0023,82,604.82,3816.36,4421.18,2843,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2239' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2240,"RECORDS SYSTEM CLERK I, SHERIFF",1,434,0.0023,16,-55.54,3816.36,3760.82,2843,2801.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2240' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2520,APPLICATION DEVELOPER I,1,434,0.0023,40,3458.92,3816.36,7275.28,2843,5856.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2520' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,2591,INFORMATION SYSTEMS ANALYST II,1,434,0.0023,344,3845.82,3816.36,7662.18,2843,5842.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2591' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,8024,CAMP SERVICES MANAGER,1,434,0.0023,4,794.46,3816.36,4610.82,2843,3521.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8024' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,9165,G A I N SERVICES WORKER,1,434,0.0023,994,1160.74,3816.36,4977.1,2843,3411.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9165' target = '_blank' >View Description</a>
578,ACCOUNT CLERK II,9178,ELIGIBILITY WORKER I,1,434,0.0023,116,-138.18,3816.36,3678.18,2843,3050.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9178' target = '_blank' >View Description</a>
640,"SUPERVISING ACCOUNTING TECHNICIAN, ASSESSOR",640,"SUPERVISING ACCOUNTING TECHNICIAN, ASSESSOR",1,3,0.33333,NA,0,5519.74,5519.74,4208.46,4208.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0640' target = '_blank' >View Description</a>
640,"SUPERVISING ACCOUNTING TECHNICIAN, ASSESSOR",647,ACCOUNTANT II,1,3,0.33333,327,-107.28,5519.74,5412.46,4208.46,4126.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0647' target = '_blank' >View Description</a>
640,"SUPERVISING ACCOUNTING TECHNICIAN, ASSESSOR",648,ACCOUNTANT III,1,3,0.33333,169,542.72,5519.74,6062.46,4208.46,4622.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0648' target = '_blank' >View Description</a>
642,ACCOUNTING TECHNICIAN I,643,ACCOUNTING TECHNICIAN II,351,511,0.68689,204,452.2,4046.36,4498.56,3095.18,3436.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0643' target = '_blank' >View Description</a>
642,ACCOUNTING TECHNICIAN I,646,ACCOUNTANT I,59,511,0.11546,78,691.28,4046.36,4737.64,3095.18,4250.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0646' target = '_blank' >View Description</a>
642,ACCOUNTING TECHNICIAN I,642,ACCOUNTING TECHNICIAN I,44,511,0.08611,166,0,4046.36,4046.36,3095.18,3095.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0642' target = '_blank' >View Description</a>
